country,latitude,longitude,value,type
Nepal,27.9139,85.1428,2,incidents
Nepal,27.9736,83.1334,2,incidents
Nepal,27.9761,84.268,1,incidents
Nepal,27.9973,84.6256,1,incidents
Nepal,28.0095,81.7132,1,incidents
Nepal,28.046,82.4879,6,incidents
Nepal,28.0577,81.6244,9,incidents
Nepal,28.0694,83.2454,2,incidents
Nepal,28.0955,83.8746,1,incidents
Nepal,28.0975,81.8793,1,incidents
Nepal,28.1029,82.8479,2,incidents
Nepal,28.1125,85.2992,1,incidents
Nepal,28.131,82.2973,2,incidents
Nepal,28.1449,84.4094,1,incidents
Nepal,28.1928,81.6845,1,incidents
Nepal,28.2301,84.3683,2,incidents
Nepal,28.2333,81.3333,2,incidents
Nepal,28.2336,83.6875,1,incidents
Nepal,28.2669,83.9685,12,incidents
Nepal,28.2719,83.5898,6,incidents
Nepal,28.3045,82.6353,2,incidents
Nepal,28.3454,83.5651,1,incidents
Nepal,28.3763,82.161,1,incidents
Nepal,28.5296,81.1266,2,incidents
Nepal,28.5338,84.2699,1,incidents
Nepal,28.5879,81.0749,1,incidents
Nepal,28.6019,81.6339,9,incidents
Nepal,28.6231,81.1586,1,incidents
Nepal,28.629,82.4553,1,incidents
Nepal,28.6356,82.6035,1,incidents
Nepal,28.6397,81.1425,1,incidents
Nepal,28.7079,80.5961,16,incidents
Nepal,28.7177,82.2019,2,incidents
Nepal,28.7844,83.7351,1,incidents
Nepal,28.7869,82.3907,1,incidents
Nepal,28.7997,80.5478,1,incidents
Nepal,28.8443,81.7101,2,incidents
Nepal,28.8523,81.7273,4,incidents
Nepal,28.8774,80.581,1,incidents
Nepal,28.9367,82.8989,1,incidents
Nepal,28.9639,80.1771,1,incidents
Nepal,29.0067,80.1696,4,incidents
Nepal,29.1382,81.2436,1,incidents
Nepal,29.15,81.6167,3,incidents
Nepal,29.2605,80.9318,1,incidents
Nepal,29.267,80.9711,1,incidents
Nepal,29.2705,81.0617,1,incidents
Nepal,29.2747,82.1838,1,incidents
Nepal,29.3053,80.6063,2,incidents
Nepal,29.3152,82.1756,1,incidents
Nepal,29.3648,81.333,1,incidents
Nepal,29.4469,81.4867,1,incidents
Nepal,29.5183,81.1594,2,incidents
Nepal,29.5444,82.1669,3,incidents
Nepal,29.5547,80.4267,2,incidents
Nepal,29.8424,80.5395,1,incidents
Nepal,29.9659,81.8273,5,incidents
Pakistan,24.2363,67.843,1,incidents
Pakistan,24.2827,70.7852,1,incidents
Pakistan,24.3585,70.7511,2,incidents
Pakistan,24.4666,69.584,1,incidents
Pakistan,24.4804,68.9855,3,incidents
Pakistan,24.5073,70.1598,3,incidents
Pakistan,24.5199,70.3692,1,incidents
Pakistan,24.5469,67.6279,5,incidents
Pakistan,24.6029,68.0789,21,incidents
Pakistan,24.6206,67.9607,3,incidents
Pakistan,24.6277,69.1822,2,incidents
Pakistan,24.6447,69.115,1,incidents
Pakistan,24.6566,68.8386,212,incidents
Pakistan,24.6589,69.294,2,incidents
Pakistan,24.6992,70.1816,3,incidents
Pakistan,24.7286,68.2602,5,incidents
Pakistan,24.7406,69.7991,8,incidents
Pakistan,24.7424,67.5856,5,incidents
Pakistan,24.7439,67.7694,2,incidents
Pakistan,24.7442,67.8902,1,incidents
Pakistan,24.7473,67.923,40,incidents
Pakistan,24.7833,67.5167,8,incidents
Pakistan,24.7889,68.9655,3,incidents
Pakistan,24.7931,68.1804,2,incidents
Pakistan,24.8069,67.1477,2,incidents
Pakistan,24.8167,67.0333,3,incidents
Pakistan,24.8299,70.4674,15,incidents
Pakistan,24.8404,67.1911,1,incidents
Pakistan,24.8542,67.016,43,incidents
Pakistan,24.8542,69.4036,4,incidents
Pakistan,24.8567,67.7724,1,incidents
Pakistan,24.8687,66.9946,1,incidents
Pakistan,24.8714,67.0499,3,incidents
Pakistan,24.8814,67.1611,2,incidents
Pakistan,24.8833,68.8166,7,incidents
Pakistan,24.8915,66.8254,2,incidents
Pakistan,24.8935,67.2004,6,incidents
Pakistan,24.9056,67.0822,214,incidents
Pakistan,24.9293,67.1279,3,incidents
Pakistan,24.9356,67.0405,1,incidents
Pakistan,24.9433,67.071,2,incidents
Pakistan,24.9507,67.1317,1,incidents
Pakistan,24.9578,69.3121,12,incidents
Pakistan,24.9678,68.6771,2,incidents
Pakistan,25.0064,67.129,2,incidents
Pakistan,25.0431,68.6556,5,incidents
Pakistan,25.0434,66.8187,4,incidents
Pakistan,25.1113,70.2586,2,incidents
Pakistan,25.1216,62.3254,1,incidents
Pakistan,25.1232,68.5354,12,incidents
Pakistan,25.1243,68.8901,1,incidents
Pakistan,25.151,69.1166,5,incidents
Pakistan,25.1533,69.1026,17,incidents
Pakistan,25.175,67.7996,2,incidents
Pakistan,25.1784,69.5691,4,incidents
Pakistan,25.2814,69.3962,3,incidents
Pakistan,25.2879,69.2511,6,incidents
Pakistan,25.2914,68.8119,2,incidents
Pakistan,25.3098,69.0501,4,incidents
Pakistan,25.3586,67.5833,2,incidents
Pakistan,25.3621,69.7339,36,incidents
Pakistan,25.3656,68.3083,14,incidents
Pakistan,25.3942,68.3736,235,incidents
Pakistan,25.4245,69.1554,2,incidents
Pakistan,25.4288,68.5408,9,incidents
Pakistan,25.4393,68.2902,43,incidents
Pakistan,25.4624,68.7166,16,incidents
Pakistan,25.4758,68.4035,1,incidents
Pakistan,25.5046,69.5713,1,incidents
Pakistan,25.5112,69.378,4,incidents
Pakistan,25.5178,69.2336,2,incidents
Pakistan,25.5316,69.003,195,incidents
Pakistan,25.5317,68.4161,2,incidents
Pakistan,25.5826,69.1133,1,incidents
Pakistan,25.6463,68.9094,1,incidents
Pakistan,25.6622,69.2508,2,incidents
Pakistan,25.6991,68.5619,12,incidents
Pakistan,25.7345,69.1766,2,incidents
Pakistan,25.7673,68.6504,4,incidents
Pakistan,25.7833,68.8573,1,incidents
Pakistan,25.7983,68.4945,4,incidents
Pakistan,25.813,68.4227,4,incidents
Pakistan,25.8185,68.9574,2,incidents
Pakistan,25.8256,69.3116,1,incidents
Pakistan,25.8268,69.3752,3,incidents
Pakistan,25.8758,68.4133,21,incidents
Pakistan,25.9253,68.6228,4,incidents
Pakistan,25.9553,68.8887,2,incidents
Pakistan,26.0001,63.0527,2,incidents
Pakistan,26.0305,68.8081,1,incidents
Pakistan,26.0465,68.9481,23,incidents
Pakistan,26.1385,68.2744,8,incidents
Pakistan,26.1591,68.6958,4,incidents
Pakistan,26.2483,68.4095,34,incidents
Pakistan,26.3026,68.0857,2,incidents
Pakistan,26.4006,68.0372,4,incidents
Pakistan,26.4179,67.8408,13,incidents
Pakistan,26.4552,68.3183,2,incidents
Pakistan,26.5015,67.9707,10,incidents
Pakistan,26.5563,67.7163,3,incidents
Pakistan,26.5734,67.9724,3,incidents
Pakistan,26.6645,68.0015,10,incidents
Pakistan,26.6921,67.6133,8,incidents
Pakistan,26.7232,67.7724,2,incidents
Pakistan,26.7328,67.7763,210,incidents
Pakistan,26.7728,68.2916,3,incidents
Pakistan,26.8283,69.0399,1,incidents
Pakistan,26.8511,68.1264,27,incidents
Pakistan,26.8629,67.7883,16,incidents
Pakistan,26.8706,67.9812,2,incidents
Pakistan,26.8741,68.0444,1,incidents
Pakistan,26.915,68.1064,1,incidents
Pakistan,26.9298,67.811,1,incidents
Pakistan,26.9584,67.8856,1,incidents
Pakistan,27.0591,68.2102,6,incidents
Pakistan,27.0685,68.6141,10,incidents
Pakistan,27.0747,68.9497,1,incidents
Pakistan,27.0867,68.3153,7,incidents
Pakistan,27.0906,67.7348,6,incidents
Pakistan,27.1008,65.5796,1,incidents
Pakistan,27.1032,68.4196,5,incidents
Pakistan,27.1033,68.5527,2,incidents
Pakistan,27.1769,68.2937,1,incidents
Pakistan,27.1806,67.8228,10,incidents
Pakistan,27.1916,67.8696,3,incidents
Pakistan,27.197,68.4909,10,incidents
Pakistan,27.1986,67.9534,1,incidents
Pakistan,27.2109,68.416,26,incidents
Pakistan,27.2879,68.505,2,incidents
Pakistan,27.3001,68.614,10,incidents
Pakistan,27.3069,68.3954,3,incidents
Pakistan,27.3333,68.0166,9,incidents
Pakistan,27.3415,68.7082,8,incidents
Pakistan,27.3515,68.5205,6,incidents
Pakistan,27.3714,68.0998,1,incidents
Pakistan,27.4477,67.7944,5,incidents
Pakistan,27.5202,69.0445,10,incidents
Pakistan,27.5271,68.7452,33,incidents
Pakistan,27.5534,68.0185,1,incidents
Pakistan,27.5568,68.553,1,incidents
Pakistan,27.5637,68.215,32,incidents
Pakistan,27.5866,68.7786,1,incidents
Pakistan,27.6393,68.7577,1,incidents
Pakistan,27.6452,68.7079,1,incidents
Pakistan,27.6491,68.8369,1,incidents
Pakistan,27.666,68.3425,1,incidents
Pakistan,27.6799,68.8993,2,incidents
Pakistan,27.6868,66.1915,1,incidents
Pakistan,27.6941,68.3394,1,incidents
Pakistan,27.7051,68.8573,216,incidents
Pakistan,27.7333,67.9166,3,incidents
Pakistan,27.7383,66.6433,1,incidents
Pakistan,27.7543,68.4518,2,incidents
Pakistan,27.7589,68.0922,1,incidents
Pakistan,27.8196,69.1442,1,incidents
Pakistan,27.8388,67.875,4,incidents
Pakistan,27.8455,69.4065,3,incidents
Pakistan,27.8486,68.6997,7,incidents
Pakistan,27.8561,69.1111,4,incidents
Pakistan,27.9063,68.5121,2,incidents
Pakistan,27.9161,69.5187,1,incidents
Pakistan,27.9542,68.1137,1,incidents
Pakistan,27.957,68.6378,30,incidents
Pakistan,28.0004,68.7279,2,incidents
Pakistan,28.0013,69.3193,37,incidents
Pakistan,28.0191,68.6256,3,incidents
Pakistan,28.0205,69.5523,7,incidents
Pakistan,28.046,69.4135,2,incidents
Pakistan,28.0536,69.7024,7,incidents
Pakistan,28.0574,67.9793,5,incidents
Pakistan,28.0579,68.1705,4,incidents
Pakistan,28.166,69.7317,2,incidents
Pakistan,28.2359,68.7564,6,incidents
Pakistan,28.2423,69.1842,10,incidents
Pakistan,28.2834,68.4387,210,incidents
Pakistan,28.4164,70.2998,12,incidents
Pakistan,28.4216,69.536,2,incidents
Pakistan,28.4253,69.9094,1,incidents
Pakistan,28.4294,69.6885,1,incidents
Pakistan,28.4326,69.5836,11,incidents
Pakistan,28.5187,68.5407,1,incidents
Pakistan,28.5467,68.223,1,incidents
Pakistan,29.1017,70.3246,1,incidents
Pakistan,29.2356,71.0498,1,incidents
Pakistan,29.3565,71.6841,140,incidents
Pakistan,29.7945,66.7206,1,incidents
Pakistan,29.8058,72.8568,1,incidents
Pakistan,29.8977,69.5256,1,incidents
Pakistan,29.9999,73.2562,1,incidents
Pakistan,30.0374,70.6383,5,incidents
Pakistan,30.0419,72.3527,5,incidents
Pakistan,30.0726,71.1938,5,incidents
Pakistan,30.1978,71.4697,192,incidents
Pakistan,30.1999,67.0097,36,incidents
Pakistan,30.3017,71.9321,1,incidents
Pakistan,30.3443,73.3678,4,incidents
Pakistan,30.6644,73.1083,4,incidents
Pakistan,30.7757,70.9349,1,incidents
Pakistan,30.8091,73.4225,6,incidents
Pakistan,30.8347,72.0777,1,incidents
Pakistan,30.8944,66.4681,2,incidents
Pakistan,30.9658,70.9381,2,incidents
Pakistan,30.9686,72.4659,143,incidents
Pakistan,31.0299,73.852,2,incidents
Pakistan,31.0612,72.9585,1,incidents
Pakistan,31.1209,74.4131,5,incidents
Pakistan,31.2689,72.2613,5,incidents
Pakistan,31.3332,73.418,3,incidents
Pakistan,31.3817,74.1732,6,incidents
Pakistan,31.3862,73.2174,1,incidents
Pakistan,31.4018,74.3606,1,incidents
Pakistan,31.4166,73.0833,31,incidents
Pakistan,31.4488,73.6882,2,incidents
Pakistan,31.4739,74.476,1,incidents
Pakistan,31.5134,74.3467,138,incidents
Pakistan,31.5497,74.3436,79,incidents
Pakistan,31.5577,74.4349,1,incidents
Pakistan,31.5785,74.2903,20,incidents
Pakistan,31.588,74.3948,1,incidents
Pakistan,31.6252,71.0657,1,incidents
Pakistan,31.7217,73.9769,3,incidents
Pakistan,31.8025,74.2394,1,incidents
Pakistan,31.8326,70.9024,9,incidents
Pakistan,31.9027,73.254,2,incidents
Pakistan,31.9753,74.223,3,incidents
Pakistan,32.0678,73.6854,12,incidents
Pakistan,32.0836,72.6711,8,incidents
Pakistan,32.1004,74.8608,3,incidents
Pakistan,32.1661,74.1701,17,incidents
Pakistan,32.2147,70.3773,6,incidents
Pakistan,32.2636,75.1601,1,incidents
Pakistan,32.3011,69.5799,3,incidents
Pakistan,32.4101,69.3499,1,incidents
Pakistan,32.4742,70.0026,1,incidents
Pakistan,32.4926,74.5313,29,incidents
Pakistan,32.568,69.8291,1,incidents
Pakistan,32.5728,74.0789,17,incidents
Pakistan,32.574,71.5263,3,incidents
Pakistan,32.5833,73.4843,1,incidents
Pakistan,32.6057,70.9113,5,incidents
Pakistan,32.6242,74.0164,1,incidents
Pakistan,32.6411,74.2056,1,incidents
Pakistan,32.7038,73.959,1,incidents
Pakistan,32.9049,73.7551,1,incidents
Pakistan,32.9308,72.8554,1,incidents
Pakistan,32.9331,73.7264,5,incidents
Pakistan,32.9861,70.6074,7,incidents
Pakistan,33.0001,70.0698,1,incidents
Pakistan,33.1175,71.0935,5,incidents
Pakistan,33.2431,72.2673,1,incidents
Pakistan,33.3377,73.4483,1,incidents
Pakistan,33.4491,71.5439,12,incidents
Pakistan,33.5319,71.0595,12,incidents
Pakistan,33.6007,73.0679,185,incidents
Pakistan,33.6827,70.9589,1,incidents
Pakistan,33.7214,73.0432,69,incidents
Pakistan,33.748,70.9629,1,incidents
Pakistan,33.7731,72.3741,6,incidents
Pakistan,33.7969,71.5586,1,incidents
Pakistan,33.802,72.9066,1,incidents
Pakistan,33.9158,71.4218,3,incidents
Pakistan,33.9991,71.3646,2,incidents
Pakistan,34.0011,72.9372,2,incidents
Pakistan,34.0013,71.4225,1,incidents
Pakistan,34.0158,71.9812,16,incidents
Pakistan,34.0185,72.6577,1,incidents
Pakistan,34.0197,71.5822,222,incidents
Pakistan,34.0508,71.6062,1,incidents
Pakistan,34.0579,71.7207,1,incidents
Pakistan,34.0802,71.1943,1,incidents
Pakistan,34.1021,71.6152,1,incidents
Pakistan,34.1087,71.1827,1,incidents
Pakistan,34.1138,71.1672,4,incidents
Pakistan,34.1198,72.4698,6,incidents
Pakistan,34.1468,73.2144,31,incidents
Pakistan,34.1532,71.7066,4,incidents
Pakistan,34.1808,71.8872,1,incidents
Pakistan,34.2019,72.0525,9,incidents
Pakistan,34.2123,72.2962,1,incidents
Pakistan,34.219,71.5539,2,incidents
Pakistan,34.2214,72.2422,1,incidents
Pakistan,34.2819,71.9283,1,incidents
Pakistan,34.2821,72.3815,1,incidents
Pakistan,34.3233,71.3911,6,incidents
Pakistan,34.3355,73.2026,12,incidents
Pakistan,34.37,73.4708,2,incidents
Pakistan,34.3934,71.8982,1,incidents
Pakistan,34.3943,72.6151,1,incidents
Pakistan,34.4597,71.911,1,incidents
Pakistan,34.5138,71.6737,1,incidents
Pakistan,34.5869,73.4032,1,incidents
Pakistan,34.6178,71.9724,2,incidents
Pakistan,34.637,71.6115,1,incidents
Pakistan,34.6565,72.0295,1,incidents
Pakistan,34.6766,73.0271,1,incidents
Pakistan,34.7323,71.5338,1,incidents
Pakistan,34.7725,72.3605,5,incidents
Pakistan,34.8277,71.8416,4,incidents
Pakistan,34.8649,72.7105,1,incidents
Pakistan,34.8721,72.4095,1,incidents
Pakistan,34.9054,72.2048,2,incidents
Pakistan,34.9292,72.4146,2,incidents
Pakistan,35.2066,71.8763,4,incidents
Pakistan,35.2287,72.0468,1,incidents
Pakistan,35.2611,73.2765,2,incidents
Pakistan,35.8462,71.7858,6,incidents
Pakistan,35.9186,74.3124,3,incidents
Sri Lanka,6.4544,80.7388,1,incidents
Sri Lanka,6.7144,79.988,1,incidents
Sri Lanka,6.7994,80.665,1,incidents
Sri Lanka,6.8714,81.3487,1,incidents
Sri Lanka,6.8736,79.9037,1,incidents
Sri Lanka,6.883,79.9071,1,incidents
Sri Lanka,6.9177,79.8742,1,incidents
Sri Lanka,6.9271,79.8665,1,incidents
Sri Lanka,6.9319,79.8478,8,incidents
Sri Lanka,6.9425,79.8583,1,incidents
Sri Lanka,7.2165,81.8538,1,incidents
Sri Lanka,7.2439,80.1212,1,incidents
Sri Lanka,7.2975,81.682,1,incidents
Sri Lanka,7.3454,79.8386,1,incidents
Sri Lanka,7.4863,80.3623,2,incidents
Sri Lanka,7.7102,81.6924,15,incidents
Sri Lanka,7.7782,81.6038,1,incidents
Sri Lanka,8.5711,81.2335,1,incidents
Sri Lanka,8.7514,80.4971,1,incidents
Sri Lanka,9.268,80.815,4,incidents
Sri Lanka,9.3121,80.7869,1,incidents
Sri Lanka,9.3961,80.3982,3,incidents
Sri Lanka,9.6333,79.9,1,incidents
Sri Lanka,9.6685,80.0074,9,incidents
Sri Lanka,9.7666,80.1,1,incidents
Bangladesh,22.3571,91.7823,6,fatalities
Bangladesh,22.3683,90.3458,2,fatalities
Bangladesh,22.705,90.3701,3,fatalities
Bangladesh,22.9511,89.8224,1,fatalities
Bangladesh,23.171,90.2094,2,fatalities
Bangladesh,23.2271,90.6543,3,fatalities
Bangladesh,23.26,90.83,5,fatalities
Bangladesh,23.5517,90.5345,6,fatalities
Bangladesh,23.5534,91.129,1,fatalities
Bangladesh,23.6173,90.5283,1,fatalities
Bangladesh,23.7196,90.4432,19,fatalities
Bangladesh,23.7244,90.4809,4,fatalities
Bangladesh,23.7317,90.3959,8,fatalities
Bangladesh,23.7333,90.4125,14,fatalities
Bangladesh,23.7362,90.3835,8,fatalities
Bangladesh,23.7435,90.3737,5,fatalities
Bangladesh,23.7454,90.4023,1,fatalities
Bangladesh,23.7626,90.3913,6,fatalities
Bangladesh,23.7728,90.3751,3,fatalities
Bangladesh,23.7931,90.3629,3,fatalities
Bangladesh,23.8486,90.25,6,fatalities
Bangladesh,23.8577,90.0096,2,fatalities
Bangladesh,23.8613,89.242,1,fatalities
Bangladesh,23.869,90.3942,6,fatalities
Bangladesh,23.917,90.0752,1,fatalities
Bangladesh,23.924,90.2114,11,fatalities
Bangladesh,23.9746,91.1123,1,fatalities
Bangladesh,23.9984,90.4223,2,fatalities
Bangladesh,24.2498,89.9166,2,fatalities
Bangladesh,24.5073,89.5273,8,fatalities
Bangladesh,24.7864,91.36,1,fatalities
Bangladesh,24.8002,89.0417,1,fatalities
Bangladesh,24.899,91.872,11,fatalities
Bangladesh,25.0937,91.7487,3,fatalities
Bangladesh,25.1849,89.8693,1,fatalities
Bangladesh,25.7466,89.2516,9,fatalities
Bangladesh,25.8115,89.6428,2,fatalities
Bangladesh,26.021,88.4677,2,fatalities
Bangladesh,26.3334,88.5578,2,fatalities
India,12.9421,80.0217,1,fatalities
India,15.4779,78.4836,1,fatalities
India,16.6571,73.5211,1,fatalities
India,18.7939,80.8159,1,fatalities
India,23.5688,76.4721,1,fatalities
India,25.4165,86.1305,1,fatalities
India,25.4658,78.7958,1,fatalities
India,25.7566,84.1488,1,fatalities
India,25.9507,80.7629,1,fatalities
India,26.026,82.6957,1,fatalities
India,26.0328,85.4538,1,fatalities
India,26.1892,91.7722,1,fatalities
India,26.4162,92.8412,1,fatalities
India,26.5039,80.3778,1,fatalities
India,26.547,80.4878,1,fatalities
India,26.7456,94.2045,1,fatalities
India,26.8026,92.7725,1,fatalities
India,27.3909,82.1806,2,fatalities
India,27.5487,93.8178,1,fatalities
India,27.6395,95.6709,1,fatalities
India,27.6636,80.4737,1,fatalities
India,27.9482,80.7793,9,fatalities
India,28.6653,77.4391,1,fatalities
Nepal,27.7006,83.4484,4,fatalities
Nepal,27.7017,85.3206,2,fatalities
Pakistan,24.5469,67.6279,1,fatalities
Pakistan,24.6206,67.9607,1,fatalities
Pakistan,24.6566,68.8386,1,fatalities
Pakistan,24.8935,67.2004,1,fatalities
Pakistan,25.0434,66.8187,1,fatalities
Pakistan,26.0001,63.0527,1,fatalities
Pakistan,26.8511,68.1264,1,fatalities
Pakistan,27.0685,68.6141,1,fatalities
Pakistan,27.1008,65.5796,1,fatalities
Pakistan,27.1032,68.4196,1,fatalities
Pakistan,27.3001,68.614,1,fatalities
Pakistan,27.5202,69.0445,1,fatalities
Pakistan,27.5568,68.553,1,fatalities
Pakistan,27.6868,66.1915,1,fatalities
Pakistan,27.7051,68.8573,1,fatalities
Pakistan,27.7383,66.6433,3,fatalities
Pakistan,28.0205,69.5523,1,fatalities
Pakistan,28.0574,67.9793,1,fatalities
Pakistan,29.7945,66.7206,1,fatalities
Pakistan,29.8977,69.5256,1,fatalities
Pakistan,30.1999,67.0097,1,fatalities
Pakistan,30.3017,71.9321,1,fatalities
Pakistan,30.8347,72.0777,1,fatalities
Pakistan,31.5785,74.2903,1,fatalities
Pakistan,31.8326,70.9024,1,fatalities
Pakistan,33.1175,71.0935,1,fatalities
Pakistan,33.3377,73.4483,1,fatalities
Pakistan,34.0579,71.7207,1,fatalities
Pakistan,34.0802,71.1943,1,fatalities
Pakistan,34.219,71.5539,1,fatalities
Pakistan,34.4597,71.911,1,fatalities
Pakistan,34.8721,72.4095,1,fatalities
Pakistan,34.9292,72.4146,2,fatalities
